Team,Age,Wins,Losses,Year,Playoff,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,3PAr,eFG%,FT,FTA,FT%,TS%,AST,ORB,TRB,PTS,MOV,ORtg,DRtg,Pace,TOV%,ORB%,Finals_Rk
Cleveland Cavaliers,27.1,50,32,2006,True,35.5,78.2,45.4,29.4,60.3,48.699999999999996,6.1,17.9,33.900000000000006,22.8,49.2,20.6,28.3,72.89999999999999,53.800000000000004,19.0,11.7,42.3,97.6,2.23,107.8,105.4,89.8,13.3,28.4,Knocked Out
Indiana Pacers,27.3,41,41,2006,True,34.0,76.5,44.4,27.4,57.8,47.5,6.5,18.7,34.9,24.5,48.699999999999996,19.4,26.3,73.7,53.300000000000004,19.9,11.0,42.2,93.9,1.89,104.5,102.4,89.7,14.8,27.1,Knocked Out
Washington Wizards,26.5,42,40,2006,True,36.3,81.2,44.7,30.2,64.2,47.099999999999994,6.1,17.0,35.699999999999996,20.9,48.4,23.0,30.4,75.7,53.800000000000004,18.6,12.6,41.2,101.7,1.85,109.3,107.3,92.3,12.8,29.5,Knocked Out
Sacramento Kings,27.2,44,38,2006,True,36.0,79.3,45.4,30.0,62.1,48.3,6.0,17.2,35.099999999999994,21.7,49.2,20.8,26.5,78.4,54.400000000000006,22.3,10.4,40.5,98.9,1.54,106.7,105.0,91.9,13.9,25.4,Knocked Out
Los Angeles Clippers,26.8,47,35,2006,True,36.5,78.6,46.5,33.0,68.3,48.3,3.5,10.3,34.4,13.100000000000001,48.699999999999996,20.7,26.1,79.10000000000001,54.0,20.8,10.1,43.1,97.2,1.57,105.3,103.6,91.7,13.8,25.4,Knocked Out
Brooklyn Nets,28.6,49,33,2006,True,33.9,77.0,44.0,28.1,59.4,47.199999999999996,5.8,17.6,33.0,22.900000000000002,47.8,20.2,26.7,75.8,52.800000000000004,23.0,10.0,41.0,93.8,1.37,103.9,102.4,89.8,13.3,24.0,Knocked Out
Chicago Bulls,24.1,41,41,2006,True,36.6,82.2,44.6,29.8,64.1,46.5,6.8,18.0,37.9,21.9,48.699999999999996,17.7,24.0,73.8,52.7,22.0,11.0,42.8,97.8,0.63,104.0,103.4,92.9,13.9,26.3,Knocked Out
Denver Nuggets,27.4,44,38,2006,True,37.5,81.4,46.1,33.3,68.2,48.699999999999996,4.3,13.1,32.5,16.1,48.8,21.0,28.2,74.4,53.5,23.4,11.0,41.3,100.3,0.23,105.5,105.2,93.9,13.7,26.8,Knocked Out
Milwaukee Bucks,25.5,40,42,2006,True,36.3,80.1,45.300000000000004,30.1,63.8,47.199999999999996,6.2,16.3,38.0,20.3,49.2,19.0,25.8,73.8,53.5,21.6,11.3,41.2,97.8,-1.04,106.3,107.4,91.2,13.8,27.3,Knocked Out
Orlando Magic,25.5,36,46,2006,False,35.5,75.2,47.199999999999996,31.9,65.5,48.6,3.6,9.7,37.6,12.9,49.6,20.3,27.8,73.0,54.300000000000004,18.2,10.9,40.2,94.9,-1.07,106.3,107.5,88.3,14.7,28.5,Never Qualified
Golden State Warriors,25.6,34,48,2006,False,35.8,82.7,43.3,28.2,60.4,46.7,7.6,22.3,34.1,27.0,47.9,19.2,26.7,71.8,52.1,20.7,12.0,42.3,98.5,-1.35,104.8,106.2,93.3,13.0,26.9,Never Qualified
Houston Rockets,28.8,34,48,2006,False,33.0,76.2,43.3,27.3,59.0,46.300000000000004,5.7,17.2,33.2,22.6,47.099999999999994,18.3,24.1,75.9,51.9,19.3,10.4,41.6,90.1,-1.59,101.6,103.3,88.0,14.3,25.5,Never Qualified
Boston Celtics,25.3,33,49,2006,False,36.0,77.1,46.7,30.3,61.4,49.4,5.7,15.7,36.199999999999996,20.4,50.4,20.3,26.9,75.5,55.1,20.9,9.9,39.6,98.0,-1.54,105.2,106.9,92.2,15.7,25.5,Never Qualified
Minnesota Timberwolves,26.7,33,49,2006,False,35.2,77.3,45.6,31.4,65.8,47.8,3.8,11.5,32.9,14.899999999999999,48.0,17.5,23.1,75.8,52.400000000000006,20.9,9.9,39.4,91.7,-1.88,102.4,104.5,88.8,14.2,25.2,Never Qualified
Philadelphia 76ers,26.5,38,44,2006,False,36.6,79.8,45.800000000000004,32.0,67.3,47.599999999999994,4.6,12.6,36.4,15.8,48.699999999999996,21.6,28.4,76.0,53.800000000000004,20.2,10.6,40.2,99.4,-1.95,106.0,108.1,92.7,13.3,25.6,Never Qualified
Utah Jazz,25.6,41,41,2006,False,33.5,75.7,44.2,29.7,64.4,46.1,3.8,11.3,33.6,14.899999999999999,46.7,21.6,30.1,71.89999999999999,51.9,21.6,13.1,42.1,92.4,-2.63,104.1,107.0,87.8,15.0,32.4,Never Qualified
New Orleans Pelicans,26.3,38,44,2006,False,34.5,78.4,44.0,30.9,67.6,45.7,3.7,10.8,33.900000000000006,13.8,46.400000000000006,20.1,26.5,75.8,51.5,18.5,11.2,40.2,92.8,-2.82,103.7,106.8,89.0,12.9,26.9,Never Qualified
Toronto Raptors,25.9,27,55,2006,False,36.7,81.0,45.4,29.3,61.2,47.9,7.4,19.8,37.5,24.4,50.0,20.2,25.5,79.10000000000001,54.800000000000004,19.4,10.5,38.5,101.1,-2.99,109.5,112.7,91.1,12.4,25.4,Never Qualified
Oklahoma City Thunder,25.6,35,47,2006,False,37.5,81.8,45.9,30.1,62.0,48.699999999999996,7.4,19.9,37.1,24.3,50.4,20.1,25.7,78.5,55.1,20.7,12.4,39.6,102.6,-3.02,111.1,114.4,91.6,13.7,30.4,Never Qualified
Charlotte Hornets,25.2,26,56,2006,False,36.1,83.5,43.3,30.9,68.1,45.4,5.2,15.4,33.900000000000006,18.4,46.400000000000006,19.4,26.7,72.89999999999999,50.9,20.9,12.1,39.8,96.9,-4.0,102.5,106.7,93.4,13.0,27.1,Never Qualified
Atlanta Hawks,22.7,26,56,2006,False,35.9,79.2,45.4,30.8,65.1,47.199999999999996,5.2,14.1,36.7,17.8,48.6,20.2,26.9,75.0,53.400000000000006,19.8,13.0,40.3,97.2,-4.76,106.4,111.6,90.4,14.7,31.4,Never Qualified
New York Knicks,25.6,23,59,2006,False,34.4,75.7,45.5,30.5,64.9,47.0,3.9,10.8,36.199999999999996,14.2,48.1,22.9,31.5,72.6,53.400000000000006,17.9,12.6,41.4,95.6,-6.4,104.0,111.0,90.8,16.5,31.2,Never Qualified
Portland Trail Blazers,24.6,21,61,2006,False,34.0,76.4,44.5,29.6,63.7,46.400000000000006,4.4,12.7,34.9,16.6,47.4,16.3,23.7,68.89999999999999,51.1,18.2,10.8,37.7,88.8,-9.45,101.1,111.9,87.6,14.5,26.6,Never Qualified
San Antonio Spurs,30.4,58,24,2007,True,36.6,77.2,47.4,29.3,58.1,50.4,7.3,19.0,38.1,24.7,52.1,18.1,24.1,75.1,56.10000000000001,22.1,9.3,40.7,98.5,8.43,109.2,99.9,89.8,13.6,24.2,Champion
Dallas Mavericks,28.1,67,15,2007,True,36.7,78.6,46.7,30.2,61.4,49.1,6.5,17.1,38.1,21.8,50.9,20.1,24.9,80.5,55.900000000000006,19.9,11.2,41.9,100.0,7.22,111.3,103.2,89.5,13.4,28.7,Knocked Out
Phoenix Suns,27.6,61,21,2007,True,41.3,83.6,49.4,31.7,59.6,53.2,9.6,24.0,39.900000000000006,28.7,55.1,18.0,22.3,80.80000000000001,59.0,25.9,9.0,40.5,110.2,7.3,113.9,106.4,95.6,13.4,22.7,Knocked Out
Chicago Bulls,26.0,49,33,2007,True,37.1,81.3,45.7,31.3,66.2,47.3,5.9,15.1,38.800000000000004,18.6,49.3,18.6,25.4,73.4,53.400000000000006,22.3,12.0,43.7,98.8,5.01,104.9,99.6,93.6,14.7,28.6,Knocked Out
Houston Rockets,28.2,52,30,2007,True,35.4,79.6,44.5,26.8,56.5,47.5,8.6,23.1,37.2,28.999999999999996,49.9,17.5,23.2,75.3,54.0,20.8,10.7,43.3,97.0,4.85,106.0,100.7,90.7,13.6,25.7,Knocked Out
Detroit Pistons,29.0,53,29,2007,True,35.9,79.1,45.4,30.4,63.2,48.1,5.5,15.9,34.4,20.1,48.8,18.8,24.2,77.4,53.5,21.6,11.6,40.5,96.0,4.16,108.9,104.2,87.3,12.0,28.3,Knocked Out
Cleveland Cavaliers,26.9,50,32,2007,True,36.3,81.2,44.7,30.3,64.1,47.3,6.0,17.1,35.199999999999996,21.099999999999998,48.4,18.1,26.0,69.6,52.2,20.8,12.7,43.5,96.8,3.83,105.5,101.3,90.8,13.4,29.7,Runner-Up
Utah Jazz,25.9,51,31,2007,True,37.4,78.9,47.4,33.1,66.0,50.1,4.3,12.9,33.5,16.3,50.2,22.3,30.0,74.3,55.1,24.7,12.6,42.5,101.5,2.87,110.1,107.0,91.6,14.5,31.7,Knocked Out
Denver Nuggets,26.5,45,37,2007,True,38.6,83.0,46.5,32.7,65.4,50.0,5.9,17.6,33.6,21.2,50.1,22.3,29.9,74.6,54.800000000000004,23.4,12.2,43.4,105.4,1.62,107.6,105.9,97.4,14.6,28.9,Knocked Out
Toronto Raptors,26.0,47,35,2007,True,37.0,79.8,46.300000000000004,30.5,62.0,49.2,6.5,17.9,36.3,22.400000000000002,50.4,19.0,24.2,78.8,55.00000000000001,22.2,9.2,39.5,99.5,0.99,107.0,106.0,92.6,13.0,22.2,Knocked Out
Orlando Magic,25.6,40,42,2007,True,35.1,74.3,47.199999999999996,30.9,62.5,49.4,4.2,11.7,35.6,15.8,50.0,20.5,29.2,70.19999999999999,54.400000000000006,18.6,11.2,40.7,94.8,0.78,104.9,104.1,89.9,16.3,29.3,Knocked Out
Los Angeles Lakers,25.3,42,40,2007,True,37.8,81.3,46.6,30.4,60.2,50.5,7.4,21.0,35.3,25.900000000000002,51.1,20.2,27.1,74.7,55.400000000000006,22.6,10.8,41.2,103.3,-0.07,108.6,108.6,93.5,14.3,26.1,Knocked Out
Golden State Warriors,24.6,42,40,2007,True,39.8,86.0,46.300000000000004,31.2,62.0,50.4,8.5,24.0,35.6,27.900000000000002,51.2,18.5,25.8,71.7,54.800000000000004,23.8,11.5,41.4,106.5,-0.34,107.0,107.4,99.2,14.1,25.6,Knocked Out
Washington Wizards,26.8,41,41,2007,True,37.4,83.2,45.0,30.6,63.5,48.199999999999996,6.8,19.7,34.8,23.7,49.1,22.6,29.6,76.5,54.2,20.2,12.2,41.2,104.3,-0.51,110.1,110.6,94.1,12.6,28.1,Knocked Out
Los Angeles Clippers,27.5,40,42,2007,False,35.1,77.0,45.6,31.3,66.0,47.4,3.8,11.0,34.8,14.299999999999999,48.1,21.6,27.4,78.8,53.7,21.5,10.8,41.1,95.6,-0.46,105.1,105.6,90.8,14.5,27.2,Never Qualified
Brooklyn Nets,28.2,41,41,2007,True,35.5,77.8,45.7,28.1,57.4,49.0,7.4,20.4,36.3,26.3,50.4,19.1,26.3,72.7,54.6,23.9,10.0,40.8,97.6,-0.77,105.7,106.6,91.4,14.2,24.6,Knocked Out
Miami Heat,29.3,44,38,2007,True,35.6,76.7,46.400000000000006,29.2,57.9,50.3,6.4,18.8,34.300000000000004,24.5,50.6,17.0,24.6,69.0,54.1,20.5,10.0,40.8,94.6,-0.91,104.3,105.3,89.9,14.3,24.9,Knocked Out
New Orleans Pelicans,26.4,39,43,2007,False,36.2,81.4,44.5,30.7,66.1,46.400000000000006,5.5,15.3,36.199999999999996,18.8,47.9,17.5,23.7,74.0,52.0,18.7,12.5,43.1,95.5,-1.57,104.8,106.5,90.2,13.6,29.1,Never Qualified
Sacramento Kings,27.3,33,49,2007,False,35.9,79.7,45.0,29.4,61.2,48.0,6.5,18.5,35.0,23.200000000000003,49.1,23.1,30.2,76.5,54.50000000000001,20.3,9.7,38.9,101.3,-1.8,106.2,108.0,94.8,13.5,23.1,Never Qualified
Indiana Pacers,27.2,35,47,2007,False,35.0,80.0,43.8,29.2,63.1,46.2,5.9,16.9,34.599999999999994,21.2,47.4,19.7,25.9,76.0,52.300000000000004,20.5,12.1,41.8,95.6,-2.44,102.9,105.5,92.4,15.1,28.4,Never Qualified
Oklahoma City Thunder,25.9,31,51,2007,False,37.2,80.8,46.0,30.8,63.1,48.699999999999996,6.4,17.7,36.199999999999996,21.9,49.9,18.4,23.3,79.10000000000001,54.400000000000006,20.7,11.3,39.6,99.1,-2.89,107.2,110.3,91.8,14.5,27.8,Never Qualified
New York Knicks,25.4,33,49,2007,False,35.4,77.5,45.7,29.6,60.8,48.699999999999996,5.8,16.7,34.599999999999994,21.6,49.4,20.9,29.2,71.5,53.900000000000006,18.7,12.6,43.3,97.5,-2.85,105.7,108.8,90.8,15.9,31.0,Never Qualified
Philadelphia 76ers,26.2,35,47,2007,False,35.8,78.1,45.800000000000004,32.3,68.1,47.4,3.5,10.0,34.5,12.8,48.0,20.0,26.0,76.7,53.0,20.4,11.0,39.7,94.9,-3.02,103.6,106.9,90.7,14.6,27.2,Never Qualified
Boston Celtics,23.5,24,58,2007,False,34.9,78.7,44.3,29.1,63.1,46.2,5.7,15.6,36.7,19.900000000000002,47.9,20.4,26.6,76.7,53.0,19.9,11.2,40.4,95.8,-3.41,103.2,106.9,92.0,15.4,27.0,Never Qualified
Minnesota Timberwolves,27.7,32,50,2007,False,36.5,79.3,46.1,31.9,66.0,48.3,4.7,13.3,35.3,16.7,49.0,18.3,23.1,79.2,53.7,22.5,10.0,40.2,96.1,-3.67,103.9,107.9,91.0,14.8,25.1,Never Qualified
Charlotte Hornets,25.5,33,49,2007,False,36.1,81.0,44.6,30.5,65.4,46.7,5.6,15.6,35.699999999999996,19.3,48.0,19.1,26.0,73.4,52.400000000000006,22.4,11.2,39.8,96.9,-3.74,103.6,107.6,92.0,13.9,26.4,Never Qualified
Milwaukee Bucks,26.0,28,54,2007,False,38.1,81.9,46.5,31.7,63.9,49.5,6.4,18.0,35.6,21.9,50.4,17.1,23.4,73.3,54.1,21.6,11.5,39.2,99.7,-4.38,107.0,111.7,92.3,14.1,27.6,Never Qualified
Portland Trail Blazers,24.4,32,50,2007,False,35.0,78.0,45.0,29.9,62.9,47.4,5.2,15.0,34.599999999999994,19.3,48.3,18.8,24.5,76.9,53.0,18.5,11.3,39.3,94.1,-4.29,105.1,109.9,88.3,14.5,28.2,Never Qualified
Atlanta Hawks,24.1,30,52,2007,False,34.5,77.7,44.4,30.4,65.0,46.7,4.2,12.7,32.9,16.3,47.099999999999994,20.5,26.9,76.1,52.300000000000004,19.2,11.9,40.1,93.7,-4.76,103.0,108.3,90.0,15.1,29.2,Never Qualified
Memphis Grizzlies,26.2,22,60,2007,False,36.6,78.6,46.5,30.5,62.0,49.1,6.1,16.6,36.7,21.099999999999998,50.4,22.4,29.4,76.1,55.50000000000001,20.5,10.6,39.5,101.6,-5.15,106.9,112.3,93.6,15.2,25.9,Never Qualified
Boston Celtics,27.9,66,16,2008,True,36.4,76.7,47.5,29.1,57.6,50.6,7.3,19.1,38.1,24.9,52.2,20.5,26.5,77.10000000000001,56.89999999999999,22.4,10.1,42.0,100.5,10.26,110.2,98.9,90.9,14.7,26.6,Champion
Detroit Pistons,28.3,59,23,2008,True,36.6,79.9,45.800000000000004,30.6,63.7,48.1,5.9,16.2,36.6,20.3,49.5,18.4,24.0,76.7,53.900000000000006,22.3,11.9,41.4,97.5,7.39,111.4,102.9,87.3,11.4,29.4,Knocked Out
Los Angeles Lakers,26.7,57,25,2008,True,39.6,83.1,47.599999999999994,31.5,61.8,51.0,8.1,21.4,37.8,25.7,52.5,21.3,27.7,76.9,56.99999999999999,24.4,11.0,44.1,108.6,7.26,113.0,105.5,95.6,12.9,26.3,Runner-Up
Utah Jazz,25.3,54,28,2008,True,40.0,80.4,49.7,35.0,67.0,52.2,5.0,13.4,37.2,16.6,52.800000000000004,21.3,28.0,75.9,57.3,26.4,11.5,40.9,106.2,6.88,113.8,106.5,93.2,13.6,29.5,Knocked Out
Orlando Magic,26.7,52,30,2008,True,37.3,78.6,47.4,27.5,53.3,51.6,9.8,25.3,38.6,32.2,53.7,20.1,27.9,72.1,57.49999999999999,20.8,9.4,42.0,104.5,5.46,111.3,105.5,93.4,13.6,23.4,Knocked Out
New Orleans Pelicans,27.1,56,26,2008,True,38.6,82.9,46.6,30.9,63.1,49.0,7.7,19.8,38.9,23.9,51.2,16.0,20.8,76.9,54.800000000000004,21.8,11.4,41.8,100.9,5.28,111.5,105.7,89.9,11.4,27.0,Knocked Out
San Antonio Spurs,31.4,56,26,2008,True,35.8,78.3,45.7,28.6,58.7,48.699999999999996,7.2,19.6,36.9,25.1,50.4,16.5,21.6,76.1,54.300000000000004,21.0,9.4,41.3,95.4,4.79,107.2,101.8,88.8,12.6,23.4,Knocked Out
Houston Rockets,28.3,55,27,2008,True,36.6,81.7,44.800000000000004,29.5,60.9,48.5,7.1,20.8,34.2,25.5,49.2,16.4,22.5,72.6,52.800000000000004,21.4,12.2,44.6,96.7,4.68,106.8,101.6,90.4,13.0,29.1,Knocked Out
Phoenix Suns,29.3,55,27,2008,True,41.4,82.7,50.0,32.9,61.2,53.800000000000004,8.5,21.5,39.300000000000004,26.0,55.1,18.9,24.1,78.3,59.0,26.7,8.8,41.5,110.1,5.05,113.3,108.1,96.7,13.4,22.4,Knocked Out
Dallas Mavericks,28.9,51,31,2008,True,36.9,79.5,46.400000000000006,30.9,62.3,49.5,6.0,17.1,35.199999999999996,21.5,50.2,20.6,25.3,81.39999999999999,55.400000000000006,21.0,10.8,43.0,100.4,4.54,111.1,106.1,90.2,12.3,26.7,Knocked Out
Denver Nuggets,28.5,50,32,2008,True,40.3,85.8,47.0,33.4,66.3,50.4,6.9,19.6,35.5,22.8,51.0,23.1,30.7,75.1,55.7,24.7,11.2,44.1,110.7,3.71,110.0,106.3,99.7,12.9,25.5,Knocked Out
Toronto Raptors,26.3,41,41,2008,True,38.4,82.0,46.800000000000004,31.4,64.2,48.9,7.0,17.8,39.2,21.7,51.1,16.4,20.2,81.2,55.1,23.8,9.6,40.1,100.2,2.9,110.2,107.0,90.2,11.4,23.4,Knocked Out
Golden State Warriors,25.5,48,34,2008,False,41.5,90.3,45.9,32.2,63.7,50.6,9.3,26.6,34.8,29.5,51.1,18.8,24.9,75.2,54.800000000000004,22.4,12.7,43.2,111.0,2.21,111.8,109.5,98.8,11.5,27.2,Never Qualified
Philadelphia 76ers,25.3,40,42,2008,True,37.3,81.1,46.0,33.6,69.5,48.3,3.7,11.6,31.7,14.299999999999999,48.199999999999996,18.4,26.1,70.6,52.2,20.4,13.0,41.9,96.6,0.41,106.4,106.0,90.4,13.4,31.8,Knocked Out
Washington Wizards,27.2,43,39,2008,True,36.4,81.6,44.6,29.4,62.0,47.5,7.0,19.7,35.6,24.099999999999998,48.9,19.0,24.3,78.2,53.5,19.6,12.3,41.6,98.8,-0.33,109.2,109.6,89.5,12.5,28.9,Knocked Out
Cleveland Cavaliers,27.1,45,37,2008,True,35.8,81.7,43.9,29.1,62.8,46.300000000000004,6.7,18.8,35.8,23.1,48.0,18.0,25.1,71.7,52.0,20.0,13.3,44.6,96.4,-0.35,106.0,106.4,90.2,13.1,30.4,Knocked Out
Portland Trail Blazers,24.1,41,41,2008,False,35.8,79.8,44.800000000000004,29.2,62.4,46.800000000000004,6.6,17.4,37.7,21.8,48.9,17.2,22.5,76.7,53.2,21.1,11.0,40.7,95.4,-0.98,107.3,108.4,87.9,12.6,26.8,Never Qualified
Indiana Pacers,26.7,36,46,2008,False,37.8,85.3,44.4,28.6,60.6,47.199999999999996,9.2,24.6,37.4,28.9,49.8,19.1,24.9,76.8,54.0,22.7,11.0,43.1,104.0,-1.4,106.0,107.5,97.7,13.5,24.4,Never Qualified
Atlanta Hawks,24.2,37,45,2008,True,36.3,79.9,45.4,31.6,66.8,47.3,4.7,13.1,35.6,16.5,48.3,21.0,27.2,77.2,53.5,22.0,12.3,42.2,98.2,-1.82,106.9,108.9,91.1,14.0,29.7,Knocked Out
Sacramento Kings,27.3,38,44,2008,False,37.1,80.0,46.400000000000006,30.9,63.3,48.8,6.2,16.7,37.3,20.8,50.3,22.1,27.7,79.80000000000001,55.60000000000001,19.1,10.1,40.1,102.5,-2.26,107.5,109.9,94.7,14.8,25.2,Never Qualified
Chicago Bulls,25.7,33,49,2008,False,36.4,83.7,43.5,30.6,67.8,45.2,5.8,15.9,36.3,19.0,47.0,18.7,24.7,75.6,51.5,22.1,12.8,43.0,97.3,-3.09,103.9,107.2,93.0,13.4,28.9,Never Qualified
Charlotte Hornets,26.3,32,50,2008,False,36.1,79.9,45.2,29.6,62.3,47.599999999999994,6.5,17.6,36.7,22.0,49.2,18.4,25.8,71.39999999999999,53.2,21.3,10.9,40.6,97.1,-4.38,104.6,109.4,91.8,13.9,25.6,Never Qualified
Brooklyn Nets,27.4,34,48,2008,False,34.8,78.7,44.3,28.8,61.2,47.0,6.1,17.4,34.8,22.2,48.1,20.1,27.3,73.6,52.800000000000004,23.5,11.1,41.9,95.8,-5.06,104.0,109.4,91.5,14.2,26.6,Never Qualified
Memphis Grizzlies,24.5,22,60,2008,False,37.3,82.2,45.4,29.8,60.5,49.2,7.6,21.7,34.9,26.400000000000002,50.0,18.5,25.6,72.3,53.900000000000006,19.2,10.3,41.6,100.7,-6.21,105.0,111.4,95.3,14.0,23.8,Never Qualified
New York Knicks,25.7,23,59,2008,False,36.2,82.4,43.9,30.2,64.7,46.7,6.0,17.7,33.7,21.5,47.5,18.6,25.5,72.7,51.800000000000004,18.7,12.5,42.5,96.9,-6.61,104.7,111.9,91.6,13.4,28.6,Never Qualified
Minnesota Timberwolves,24.6,22,60,2008,False,37.5,83.1,45.1,32.1,67.8,47.4,5.4,15.4,35.0,18.5,48.4,15.2,20.6,73.6,51.800000000000004,19.9,11.8,41.4,95.6,-6.78,103.8,111.2,91.9,13.6,27.5,Never Qualified
Milwaukee Bucks,25.8,26,56,2008,False,36.9,82.3,44.9,31.4,66.2,47.4,5.5,16.0,34.4,19.5,48.199999999999996,17.7,24.1,73.3,52.2,21.5,12.9,41.7,97.0,-6.89,105.3,112.8,91.3,13.7,30.0,Never Qualified
Los Angeles Clippers,28.5,23,59,2008,False,34.4,78.6,43.8,30.1,65.4,46.0,4.3,13.2,32.4,16.7,46.5,20.8,26.6,78.10000000000001,51.9,21.1,9.8,40.1,93.8,-7.27,101.2,109.1,92.1,13.7,23.1,Never Qualified
Oklahoma City Thunder,25.4,20,62,2008,False,38.1,85.8,44.4,34.3,74.3,46.2,3.8,11.5,33.300000000000004,13.4,46.7,17.5,22.8,77.0,50.9,21.3,11.8,44.6,97.5,-8.76,100.5,109.5,96.3,14.3,26.8,Never Qualified
Miami Heat,27.4,15,67,2008,False,34.2,77.3,44.3,28.3,60.5,46.7,6.0,16.7,35.8,21.7,48.199999999999996,16.9,23.2,72.7,52.2,20.0,9.1,37.6,91.4,-8.65,100.5,110.0,90.2,14.4,22.1,Never Qualified
Cleveland Cavaliers,26.6,66,16,2009,True,36.9,78.7,46.800000000000004,28.9,58.3,49.5,8.0,20.4,39.300000000000004,25.900000000000002,51.9,18.6,24.5,75.7,56.00000000000001,20.3,10.8,42.2,100.3,8.93,112.4,102.4,88.7,12.5,27.7,Knocked Out
Boston Celtics,27.8,62,20,2009,True,37.5,77.2,48.6,30.9,60.7,51.0,6.6,16.5,39.7,21.4,52.800000000000004,19.4,25.3,76.5,57.099999999999994,22.7,10.6,42.1,100.9,7.51,110.5,102.3,90.4,15.0,27.9,Knocked Out
Los Angeles Lakers,27.4,65,17,2009,True,40.3,85.1,47.4,33.7,66.6,50.5,6.7,18.5,36.1,21.7,51.300000000000004,19.6,25.5,77.0,55.50000000000001,23.3,12.4,43.9,106.9,7.66,112.8,104.7,94.3,12.3,29.4,Champion
Orlando Magic,27.3,59,23,2009,True,35.7,78.2,45.7,25.8,52.1,49.5,10.0,26.2,38.1,33.5,52.0,19.6,27.5,71.5,55.900000000000006,19.4,10.0,43.3,101.0,6.7,109.2,101.9,92.3,13.4,24.0,Runner-Up
Portland Trail Blazers,24.0,54,28,2009,True,36.8,79.2,46.5,29.5,60.2,49.0,7.3,19.0,38.3,23.9,51.1,18.5,24.2,76.5,55.300000000000004,20.3,12.9,41.7,99.4,5.34,113.9,107.8,86.6,12.5,32.6,Knocked Out
Houston Rockets,27.9,53,29,2009,True,36.1,79.6,45.300000000000004,28.5,59.4,48.0,7.6,20.2,37.5,25.4,50.1,18.7,23.2,80.5,54.800000000000004,20.3,10.5,43.0,98.4,4.0,108.4,104.0,90.2,13.6,26.4,Knocked Out
San Antonio Spurs,30.4,54,28,2009,True,37.1,79.7,46.6,29.5,59.9,49.2,7.6,19.8,38.6,24.8,51.300000000000004,15.2,20.0,76.1,54.800000000000004,21.2,8.9,41.0,97.0,3.76,108.5,104.3,88.4,11.7,22.1,Knocked Out
Denver Nuggets,27.7,54,28,2009,True,37.3,79.4,47.0,30.6,61.4,49.9,6.7,18.0,37.1,22.7,51.2,23.1,30.3,76.0,56.3,22.2,11.0,41.6,104.3,3.41,110.4,106.8,94.3,14.2,27.5,Knocked Out
Utah Jazz,25.5,48,34,2009,True,38.3,80.8,47.5,33.5,67.1,50.0,4.8,13.7,34.9,16.900000000000002,50.4,22.1,28.7,77.10000000000001,55.400000000000006,24.7,11.5,41.0,103.6,2.65,110.1,107.3,93.1,13.6,28.2,Knocked Out
Dallas Mavericks,29.0,50,32,2009,True,38.1,82.6,46.2,31.2,62.7,49.8,7.0,19.9,35.0,24.099999999999998,50.4,18.5,22.6,81.89999999999999,55.00000000000001,21.7,11.1,42.7,101.7,1.98,110.5,108.4,91.5,12.1,26.6,Knocked Out
Phoenix Suns,29.5,46,36,2009,False,41.1,81.6,50.4,34.4,64.0,53.7,6.7,17.6,38.3,21.6,54.50000000000001,20.4,27.5,74.4,58.4,23.2,11.0,41.7,109.4,1.93,113.6,111.6,96.0,14.4,27.7,Never Qualified
Atlanta Hawks,25.8,47,35,2009,True,36.0,78.7,45.800000000000004,28.8,58.8,49.0,7.3,19.9,36.6,25.3,50.4,18.7,25.4,73.7,54.6,20.2,10.6,40.0,98.1,1.57,109.3,107.6,89.6,12.5,26.0,Knocked Out
New Orleans Pelicans,28.2,49,33,2009,True,35.5,77.6,45.7,28.7,59.0,48.699999999999996,6.8,18.6,36.4,24.0,50.1,18.0,22.4,80.7,54.800000000000004,19.6,9.8,39.7,95.8,1.55,108.7,107.0,87.8,12.5,24.6,Knocked Out
Miami Heat,25.6,43,39,2009,True,37.0,81.0,45.7,29.9,61.2,48.9,7.1,19.9,35.699999999999996,24.5,50.0,17.2,22.8,75.4,54.0,20.4,10.1,39.5,98.3,0.26,107.8,107.6,89.9,12.1,24.6,Knocked Out
Philadelphia 76ers,26.1,41,41,2009,True,36.5,79.7,45.9,32.4,66.6,48.6,4.2,13.1,31.8,16.400000000000002,48.5,20.1,27.0,74.5,53.2,20.1,12.7,41.2,97.4,0.07,107.9,107.8,90.0,13.4,31.3,Knocked Out
Chicago Bulls,24.9,41,41,2009,True,38.1,83.5,45.7,32.1,67.7,47.4,6.0,15.8,38.1,18.9,49.3,19.9,25.0,79.60000000000001,54.1,21.1,11.8,42.1,102.2,-0.28,108.4,108.7,93.1,13.3,28.0,Knocked Out
Detroit Pistons,28.2,39,43,2009,True,36.4,80.0,45.4,31.8,66.8,47.5,4.6,13.2,34.9,16.5,48.3,16.9,22.5,75.1,52.400000000000006,20.6,11.6,41.4,94.2,-0.49,107.4,108.0,86.7,11.7,27.9,Knocked Out
Indiana Pacers,26.5,36,46,2009,False,39.3,86.3,45.5,31.3,65.3,48.0,8.0,21.0,37.8,24.4,50.1,18.6,23.0,80.7,54.50000000000001,21.6,11.3,43.7,105.1,-1.11,108.1,109.2,96.5,13.1,25.4,Never Qualified
