Team,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,ORB,TRB,AST,TOV,PTS,Year,Playoff,Finals_Rk
Oklahoma City Thunder,3125,7032,44.4,2812,6093,46.2,313,939,33.300000000000004,1436,1866,971,3659,1748,1310,7999,2008,False,Never Qualified
Detroit Pistons,2999,6551,45.800000000000004,2512,5221,48.1,487,1330,36.6,1507,1965,974,3397,1831,956,7992,2008,True,Knocked Out
Chicago Bulls,2987,6861,43.5,2513,5556,45.2,474,1305,36.3,1533,2029,1050,3528,1811,1197,7981,2008,False,Never Qualified
Charlotte Hornets,2960,6554,45.2,2431,5111,47.599999999999994,529,1443,36.7,1510,2115,892,3332,1748,1204,7959,2008,False,Never Qualified
Milwaukee Bucks,3026,6745,44.9,2574,5432,47.4,452,1313,34.4,1452,1980,1055,3418,1760,1210,7956,2008,False,Never Qualified
New York Knicks,2967,6757,43.9,2477,5303,46.7,490,1454,33.7,1524,2095,1029,3486,1530,1187,7948,2008,False,Never Qualified
Houston Rockets,3003,6698,44.800000000000004,2420,4991,48.5,583,1707,34.2,1342,1848,1002,3661,1757,1125,7931,2008,True,Knocked Out
Philadelphia 76ers,3056,6648,46.0,2754,5696,48.3,302,952,31.7,1509,2137,1067,3437,1673,1172,7923,2008,True,Knocked Out
Cleveland Cavaliers,2937,6697,43.9,2385,5153,46.300000000000004,552,1544,35.8,1477,2061,1092,3655,1640,1145,7903,2008,True,Knocked Out
Brooklyn Nets,2856,6450,44.3,2358,5020,47.0,498,1430,34.8,1647,2237,913,3433,1925,1229,7857,2008,False,Never Qualified
Minnesota Timberwolves,3076,6817,45.1,2635,5558,47.4,441,1259,35.0,1246,1693,964,3392,1630,1188,7839,2008,False,Never Qualified
Portland Trail Blazers,2935,6546,44.800000000000004,2397,5120,46.800000000000004,538,1426,37.7,1412,1841,901,3339,1733,1056,7820,2008,False,Never Qualified
San Antonio Spurs,2938,6424,45.7,2344,4814,48.699999999999996,594,1610,36.9,1350,1774,771,3383,1718,1035,7820,2008,True,Knocked Out
Los Angeles Clippers,2820,6445,43.8,2470,5366,46.0,350,1079,32.4,1702,2178,800,3291,1732,1180,7692,2008,False,Never Qualified
Miami Heat,2808,6336,44.3,2317,4963,46.7,491,1373,35.8,1384,1903,743,3085,1644,1202,7491,2008,False,Never Qualified
Phoenix Suns,3373,6695,50.4,2820,5250,53.7,553,1445,38.3,1675,2251,900,3420,1905,1288,8974,2009,False,Never Qualified
Golden State Warriors,3231,7055,45.800000000000004,2681,5580,48.0,550,1475,37.3,1893,2392,953,3445,1711,1201,8905,2009,False,Never Qualified
Los Angeles Lakers,3307,6981,47.4,2760,5465,50.5,547,1516,36.1,1607,2087,1015,3602,1908,1103,8768,2009,True,Champion
New York Knicks,3157,7091,44.5,2334,4807,48.6,823,2284,36.0,1490,1900,911,3456,1738,1174,8627,2009,False,Never Qualified
Indiana Pacers,3220,7080,45.5,2568,5355,48.0,652,1725,37.8,1525,1890,924,3585,1775,1189,8617,2009,False,Never Qualified
Denver Nuggets,3058,6510,47.0,2510,5033,49.9,548,1477,37.1,1891,2487,905,3412,1820,1257,8555,2009,True,Knocked Out
Utah Jazz,3143,6623,47.5,2751,5501,50.0,392,1122,34.9,1814,2352,940,3363,2024,1210,8492,2009,True,Knocked Out
Chicago Bulls,3126,6846,45.7,2633,5553,47.4,493,1293,38.1,1633,2052,970,3451,1732,1192,8378,2009,True,Knocked Out
Dallas Mavericks,3128,6770,46.2,2557,5138,49.8,571,1632,35.0,1516,1852,909,3504,1779,1043,8343,2009,True,Knocked Out
Orlando Magic,2929,6416,45.7,2112,4269,49.5,817,2147,38.1,1611,2253,819,3547,1593,1142,8286,2009,True,Runner-Up
Boston Celtics,3075,6333,48.6,2537,4978,51.0,538,1355,39.7,1587,2075,869,3455,1862,1280,8275,2009,True,Knocked Out
Sacramento Kings,2990,6685,44.7,2404,5091,47.199999999999996,586,1594,36.8,1682,2107,840,3206,1619,1266,8248,2009,False,Never Qualified
Cleveland Cavaliers,3022,6454,46.800000000000004,2366,4784,49.5,656,1670,39.300000000000004,1523,2012,886,3460,1663,1045,8223,2009,True,Knocked Out
Portland Trail Blazers,3018,6494,46.5,2422,4939,49.0,596,1555,38.3,1521,1988,1060,3420,1667,1055,8153,2009,True,Knocked Out
Milwaukee Bucks,3009,6755,44.5,2498,5347,46.7,511,1408,36.3,1613,2067,973,3340,1802,1154,8142,2009,False,Never Qualified
Toronto Raptors,3054,6673,45.800000000000004,2575,5384,47.8,479,1289,37.2,1534,1861,802,3315,1835,1098,8121,2009,False,Never Qualified
Houston Rockets,2959,6526,45.300000000000004,2338,4870,48.0,621,1656,37.5,1531,1903,862,3524,1662,1158,8070,2009,True,Knocked Out
Miami Heat,3034,6646,45.7,2452,5015,48.9,582,1631,35.699999999999996,1411,1871,828,3239,1671,1026,8061,2009,True,Knocked Out
Atlanta Hawks,2956,6451,45.800000000000004,2359,4818,49.0,597,1633,36.6,1537,2085,870,3282,1657,1048,8046,2009,True,Knocked Out
Brooklyn Nets,2925,6536,44.800000000000004,2273,4801,47.3,652,1735,37.6,1542,1980,850,3265,1636,1075,8044,2009,False,Never Qualified
Minnesota Timberwolves,2986,6766,44.1,2443,5227,46.7,543,1539,35.3,1504,1957,975,3417,1674,1165,8019,2009,False,Never Qualified
Philadelphia 76ers,2997,6532,45.9,2656,5460,48.6,341,1072,31.8,1652,2216,1039,3375,1647,1157,7987,2009,True,Knocked Out
San Antonio Spurs,3042,6534,46.6,2417,4914,49.2,625,1620,38.6,1249,1641,728,3366,1736,963,7958,2009,True,Knocked Out
Oklahoma City Thunder,2999,6716,44.7,2671,5767,46.300000000000004,328,949,34.599999999999994,1626,2069,999,3496,1663,1330,7952,2009,False,Never Qualified
Washington Wizards,2994,6655,45.0,2599,5457,47.599999999999994,395,1198,33.0,1494,1948,956,3286,1641,1146,7877,2009,False,Never Qualified
New Orleans Pelicans,2911,6366,45.7,2355,4840,48.699999999999996,556,1526,36.4,1479,1833,802,3255,1609,1029,7857,2009,True,Knocked Out
Los Angeles Clippers,2955,6696,44.1,2420,5183,46.7,535,1513,35.4,1354,1839,890,3267,1723,1221,7799,2009,False,Never Qualified
Detroit Pistons,2981,6559,45.4,2604,5480,47.5,377,1079,34.9,1388,1849,949,3397,1689,973,7727,2009,True,Knocked Out
Memphis Grizzlies,2865,6311,45.4,2467,5205,47.4,398,1106,36.0,1570,2077,847,3184,1423,1252,7698,2009,False,Never Qualified
Charlotte Hornets,2866,6299,45.5,2376,4960,47.9,490,1339,36.6,1455,1965,886,3252,1741,1279,7677,2009,False,Never Qualified
Phoenix Suns,3339,6788,49.2,2609,5018,52.0,730,1770,41.199999999999996,1631,2117,910,3526,1912,1210,9039,2010,True,Knocked Out
Golden State Warriors,3329,7094,46.9,2696,5407,49.9,633,1687,37.5,1631,2085,753,3150,1839,1204,8922,2010,False,Never Qualified
Denver Nuggets,3124,6678,46.800000000000004,2580,5161,50.0,544,1517,35.9,1937,2508,889,3394,1719,1136,8729,2010,True,Knocked Out
Utah Jazz,3227,6575,49.1,2788,5368,51.9,439,1207,36.4,1654,2233,872,3460,2187,1246,8547,2010,True,Knocked Out
Toronto Raptors,3199,6631,48.199999999999996,2681,5234,51.2,518,1397,37.1,1618,2118,806,3313,1804,1100,8534,2010,False,Never Qualified
Orlando Magic,3005,6394,47.0,2164,4153,52.1,841,2241,37.5,1575,2176,810,3546,1615,1155,8426,2010,True,Knocked Out
Memphis Grizzlies,3223,6875,46.9,2879,5855,49.2,344,1020,33.7,1614,2202,1070,3566,1543,1248,8404,2010,False,Never Qualified
Houston Rockets,3094,6923,44.7,2448,5085,48.1,646,1838,35.099999999999994,1561,2022,971,3442,1790,1188,8395,2010,False,Never Qualified
New York Knicks,3127,6876,45.5,2384,4731,50.4,743,2145,34.599999999999994,1376,1759,836,3313,1772,1148,8373,2010,False,Never Qualified
Cleveland Cavaliers,3101,6391,48.5,2499,4809,52.0,602,1582,38.1,1569,2180,791,3483,1835,1137,8373,2010,True,Knocked Out
Dallas Mavericks,3140,6760,46.400000000000006,2582,5262,49.1,558,1498,37.2,1526,1870,834,3420,1917,1059,8364,2010,True,Knocked Out
Los Angeles Lakers,3144,6875,45.7,2612,5313,49.2,532,1562,34.1,1519,1985,973,3635,1730,1096,8339,2010,True,Champion
Atlanta Hawks,3181,6801,46.800000000000004,2657,5346,49.7,524,1455,36.0,1452,1914,969,3420,1789,980,8338,2010,True,Knocked Out
Oklahoma City Thunder,3063,6629,46.2,2645,5400,49.0,418,1229,34.0,1778,2210,960,3567,1639,1227,8322,2010,True,Knocked Out
San Antonio Spurs,3150,6659,47.3,2596,5112,50.8,554,1547,35.8,1458,1969,887,3508,1829,1116,8312,2010,True,Knocked Out
Indiana Pacers,3020,6823,44.3,2361,4927,47.9,659,1896,34.8,1564,2019,785,3403,1730,1232,8263,2010,False,Never Qualified
New Orleans Pelicans,3178,6842,46.400000000000006,2607,5270,49.5,571,1572,36.3,1293,1661,852,3302,1828,1103,8220,2010,False,Never Qualified
Sacramento Kings,3144,6895,45.6,2662,5512,48.3,482,1383,34.9,1430,1969,977,3495,1679,1226,8200,2010,False,Never Qualified
Boston Celtics,3039,6294,48.3,2540,4861,52.300000000000004,499,1433,34.8,1559,2090,716,3165,1930,1219,8136,2010,True,Runner-Up
Minnesota Timberwolves,3106,6923,44.9,2703,5742,47.099999999999994,403,1181,34.1,1436,1926,962,3518,1626,1333,8051,2010,False,Never Qualified
Portland Trail Blazers,2974,6453,46.1,2483,5065,49.0,491,1388,35.4,1606,2033,913,3296,1674,1012,8045,2010,True,Knocked Out
Philadelphia 76ers,3087,6706,46.0,2613,5325,49.1,474,1381,34.300000000000004,1366,1808,941,3362,1723,1192,8014,2010,False,Never Qualified
Milwaukee Bucks,3050,6998,43.6,2405,5185,46.400000000000006,645,1813,35.6,1264,1675,965,3525,1740,1085,8009,2010,True,Knocked Out
Chicago Bulls,3081,6825,45.1,2729,5759,47.4,352,1066,33.0,1479,1962,937,3652,1704,1175,7993,2010,True,Knocked Out
Miami Heat,2984,6518,45.800000000000004,2490,5092,48.9,494,1426,34.599999999999994,1452,1931,875,3428,1548,1079,7914,2010,True,Knocked Out
Washington Wizards,3008,6700,44.9,2576,5475,47.099999999999994,432,1225,35.3,1444,1895,966,3424,1557,1219,7892,2010,False,Never Qualified
Los Angeles Clippers,3002,6601,45.5,2519,5144,49.0,483,1457,33.2,1362,1867,927,3429,1810,1285,7849,2010,False,Never Qualified
Charlotte Hornets,2858,6306,45.300000000000004,2398,4975,48.199999999999996,460,1331,34.599999999999994,1637,2180,858,3348,1658,1290,7813,2010,True,Knocked Out
Detroit Pistons,2940,6602,44.5,2566,5412,47.4,374,1190,31.4,1455,1998,1053,3295,1591,1100,7709,2010,False,Never Qualified
Brooklyn Nets,2813,6554,42.9,2436,5369,45.4,377,1185,31.8,1572,2015,897,3255,1540,1182,7575,2010,False,Never Qualified
Denver Nuggets,3145,6613,47.599999999999994,2483,4909,50.6,662,1704,38.800000000000004,1859,2429,791,3443,1813,1157,8811,2011,True,Knocked Out
New York Knicks,3140,6867,45.7,2375,4786,49.6,765,2081,36.8,1689,2087,847,3317,1757,1123,8734,2011,True,Knocked Out
Houston Rockets,3170,6975,45.4,2493,5132,48.6,677,1843,36.7,1668,2083,962,3511,1955,1110,8685,2011,False,Never Qualified
